gene	coef	HR	HR_lower_95	HR_upper_95	se_coef	p_value	C_index	log2FoldChange	padj	regulation	cox_p_adj	log2_HR	neglog10p	prognostic_class
TXNRD1	0.19022380441190878	1.2095202633392632	1.0271574564492028	1.4242599888098355	0.08338345480495339	0.022529900107050093	0.5551242236024845	1.28917612209869	3.6365489451598297e-19	Up	0.9206895747817477	0.27443493928409296	1.6472407338444381	Adverse (Risk DEG)
SLC12A8	0.2401238658890154	1.2714066244802062	1.0340390864825881	1.5632627682100406	0.10543626867985934	0.022760478556092735	0.5274562394127611	0.628183486578158	1.60965815321509e-5	NS	0.9206895747817477	0.34642551051716897	1.6428186108145146	Adverse (Risk DEG)
MYO1H	-0.3272239207499761	0.7209222954904743	0.5438406878510824	0.9556639798116205	0.14381642198755243	0.022888599803501056	0.5850155279503105	0.7335331355454	0.00311531109672493	NS	0.9206895747817477	-0.47208432772623354	1.640380774219852	Favorable (Protective DEG)
INPP5D	-0.19242417961548175	0.8249568643791041	0.698870644393335	0.9737908346071229	0.08462677562396188	0.022978144193558227	0.5696640316205533	-0.896670311689515	2.16046286232955e-7	NS	0.9206895747817477	-0.2776094096783826	1.6386850495834515	Favorable (Protective DEG)
RIPOR3	-0.20421875205002002	0.8152840066313987	0.6827696863852909	0.9735171679749403	0.0905011186095523	0.02403727698675867	0.5823687182382835	-1.24520591845724	1.4019170621868899e-11	Down	0.9206895747817477	-0.2946253808390967	1.6191147320356019	Favorable (Protective DEG)
TTBK1	-0.3931310795026231	0.6749402709525065	0.47966522367584574	0.9497131475624686	0.1742561558675362	0.024067327808857054	0.5820158102766798	-0.920034679324439	2.20104036919834e-7	NS	0.9206895747817477	-0.5671682588177592	1.618572126687647	Favorable (Protective DEG)
TDRD5	0.1250163597315331	1.133166991222945	1.0165273745029784	1.2631902122902439	0.05542146524593196	0.024086982556032532	0.5397374364765669	1.05224712376775	0.0206713045139392	Up	0.9206895747817477	0.18036048221467363	1.618217601883913	Adverse (Risk DEG)
ARHGAP22	-0.24923505071403546	0.7793967540890653	0.6257922480818312	0.9707044185135656	0.11199276418081203	0.026050592838050418	0.5690287972896668	-0.552629447692223	1.6522286751421e-4	NS	0.9206895747817477	-0.3595701716808482	1.5841823889339641	Favorable (Protective DEG)
DYNAP	-0.17123193735521114	0.8426261143329681	0.724356099044983	0.9802067926148345	0.07716479580382632	0.02648385448550253	0.5795807453416149	2.51190879091124	2.44836325687766e-7	Up	0.9206895747817477	-0.2470354668641728	1.5770188069981246	Favorable (Protective DEG)
RYR3	-0.19918417052699433	0.8193989702953867	0.6861167825592689	0.9785720005517298	0.09057475527680217	0.027869850146458066	0.5633116883116883	-1.38828321501422	2.37963259274548e-10	Down	0.9206895747817477	-0.2873620150428763	1.5548653664406722	Favorable (Protective DEG)
